game_id,home_team,away_team,home_avg_pts,away_avg_pts,home_avg_reb,away_avg_reb,home_win
0022300238,Dallas Mavericks,Los Angeles Lakers,122.78571428571429,113.13333333333334,42.42857142857143,44.06666666666667,1
0022300239,Oklahoma City Thunder,Philadelphia 76ers,119.33333333333333,118.93333333333334,41.46666666666667,45.86666666666667,0
0022300240,Brooklyn Nets,Miami Heat,115.35714285714286,110.625,47.57142857142857,41.1875,1
0022300241,Atlanta Hawks,Washington Wizards,124.14285714285714,116.0,44.785714285714285,39.06666666666667,1
0022300242,Cleveland Cavaliers,Los Angeles Lakers,110.86666666666666,112.375,44.4,44.5,0
0022300243,New Orleans Pelicans,Utah Jazz,113.6875,114.86666666666666,44.875,47.0,0
0022300244,Dallas Mavericks,LA Clippers,121.53333333333333,112.64285714285714,42.8,44.142857142857146,0
0022300245,Milwaukee Bucks,Portland Trail Blazers,121.125,104.4,43.25,40.93333333333333,1
0022300246,Atlanta Hawks,Boston Celtics,124.93333333333334,116.0,45.06666666666667,46.125,0
0022300247,New York Knicks,Phoenix Suns,109.46666666666667,117.1875,47.333333333333336,43.8125,0
0022300248,Charlotte Hornets,Orlando Magic,113.92857142857143,111.5625,45.642857142857146,44.25,0
0022300249,Memphis Grizzlies,Minnesota Timberwolves,106.2,113.0,42.0,45.266666666666666,0
0022300250,Brooklyn Nets,Chicago Bulls,115.13333333333334,106.52941176470588,47.2,41.0,1
0022300251,Cleveland Cavaliers,Toronto Raptors,111.125,112.5625,43.9375,45.5,1
0022300252,Denver Nuggets,San Antonio Spurs,111.875,109.875,44.125,42.6875,1
0022300253,Detroit Pistons,Washington Wizards,109.75,115.5,45.6875,39.1875,0
0022300254,Indiana Pacers,Portland Trail Blazers,128.8,104.25,40.06666666666667,40.875,0
0022300255,Los Angeles Lakers,Philadelphia 76ers,112.88235294117646,119.4375,44.470588235294116,46.0625,0
0022300256,New Orleans Pelicans,Utah Jazz,112.88235294117646,114.25,44.705882352941174,47.3125,0
0022300257,Denver Nuggets,LA Clippers,113.05882352941177,112.26666666666667,44.1764705882353,45.0,1
0022300258,Detroit Pistons,Los Angeles Lakers,109.58823529411765,111.83333333333333,45.88235294117647,43.77777777777778,0
0022300259,Orlando Magic,Washington Wizards,112.6470588235294,116.11764705882354,44.23529411764706,39.588235294117645,1
0022300260,Phoenix Suns,Toronto Raptors,117.11764705882354,111.44444444444444,44.0,45.77777777777778,0
0022300261,Memphis Grizzlies,Utah Jazz,105.625,114.23529411764706,41.5625,47.05882352941177,1
0022300262,New Orleans Pelicans,Philadelphia 76ers,112.83333333333333,120.52941176470588,44.888888888888886,46.1764705882353,1
0022300263,Denver Nuggets,Houston Rockets,113.05555555555556,110.0,44.611111111111114,43.8,1
0022300264,LA Clippers,Sacramento Kings,111.75,116.0625,45.25,43.625,1
0022300265,Cleveland Cavaliers,Portland Trail Blazers,111.72222222222223,104.82352941176471,44.833333333333336,40.705882352941174,0
